Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 1 Only,p=0,0,8.0,0.0,0.0
Heuristic 1 Only,p=0,1,12.0,0.0,0.0
Heuristic 1 Only,p=0,2,16.0,0.0,0.0
Heuristic 1 Only,p=0,3,20.0,10.0,1.0
Heuristic 1 Only,p=0,4,24.0,19.999999999999996,3.0
Heuristic 1 Only,p=0,5,28.000000000000007,53.33333333333333,6.9
Heuristic 1 Only,p=0,6,32.0,46.666666666666664,5.7
Heuristic 1 Only,p=0,7,36.0,53.33333333333333,8.733333333333333
Heuristic 1 Only,p=0,8,40.0,53.33333333333333,8.7
Heuristic 1 Only,p=0,9,44.0,45.0,8.9
Heuristic 1 Only,p=0,10,48.0,45.0,8.9
Heuristic 1 Only,p=0,11,52.0,45.0,9.6
Heuristic 1 Only,p=0,12,56.000000000000014,40.0,11.2
Heuristic 1 Only,p=0,13,60.0,45.0,9.6
Heuristic 1 Only,p=0,14,64.0,45.0,9.6
Heuristic 1 Only,p=0,15,68.0,50.0,8.0
Heuristic 1 Only,p=0,16,72.0,55.0,7.466666666666666
Heuristic 1 Only,p=0,17,76.0,70.0,5.866666666666666
Heuristic 1 Only,p=0,18,80.0,75.0,5.333333333333333
Heuristic 1 Only,p=0,19,84.0,75.0,5.333333333333333
Heuristic 1 Only,p=0,20,88.0,75.0,5.333333333333333
Heuristic 1 Only,p=0,21,92.0,80.0,5.066666666666666
Heuristic 1 Only,p=0,22,96.0,100.0,4.0
Heuristic 1 Only,p=0,23,100.0,100.0,4.0
Heuristic 1 Only,p=0.5,0,8.0,0.0,0.0
Heuristic 1 Only,p=0.5,1,11.2,0.0,0.0
Heuristic 1 Only,p=0.5,2,14.4,20.0,0.4
Heuristic 1 Only,p=0.5,3,18.4,30.0,2.0
Heuristic 1 Only,p=0.5,4,22.4,26.666666666666664,3.2
Heuristic 1 Only,p=0.5,5,26.4,46.666666666666664,5.4
Heuristic 1 Only,p=0.5,6,30.4,33.33333333333333,7.6
Heuristic 1 Only,p=0.5,7,34.4,63.33333333333333,7.6
Heuristic 1 Only,p=0.5,8,38.4,59.999999999999986,7.3
Heuristic 1 Only,p=0.5,9,42.4,59.999999999999986,7.3
Heuristic 1 Only,p=0.5,10,46.4,65.0,6.866666666666665
Heuristic 1 Only,p=0.5,11,50.4,71.66666666666666,5.6
Heuristic 1 Only,p=0.5,12,54.4,73.33333333333333,5.8
Heuristic 1 Only,p=0.5,13,62.4,78.33333333333333,5.15
Heuristic 1 Only,p=0.5,14,66.4,80.0,5.35
Heuristic 1 Only,p=0.5,15,70.4,80.0,5.416666666666666
Heuristic 1 Only,p=0.5,16,75.2,90.0,4.383333333333333
Heuristic 1 Only,p=0.5,17,79.2,90.0,4.4833333333333325
Heuristic 1 Only,p=0.5,18,83.2,95.0,4.266666666666667
Heuristic 1 Only,p=0.5,19,87.2,100.0,4.0
Heuristic 1 Only,p=0.5,20,91.2,100.0,4.0
Heuristic 1 Only,p=0.5,21,94.4,100.0,4.0
Heuristic 1 Only,p=0.5,22,97.6,100.0,4.0
Heuristic 1 Only,p=0.5,23,100.0,100.0,4.0
Heuristic 1 Only,p=0.5,24,100.0,100.0,4.0
Heuristic 1 Only,p=1,0,8.0,0.0,0.0
Heuristic 1 Only,p=1,1,12.0,80.0,1.6
Heuristic 1 Only,p=1,2,16.0,70.0,2.4
Heuristic 1 Only,p=1,3,20.0,56.666666666666664,6.4
Heuristic 1 Only,p=1,4,24.0,46.666666666666664,7.2
Heuristic 1 Only,p=1,5,28.000000000000007,56.666666666666664,6.6
Heuristic 1 Only,p=1,6,32.0,76.66666666666666,5.4
Heuristic 1 Only,p=1,7,36.0,80.0,5.6
Heuristic 1 Only,p=1,8,40.0,73.33333333333333,5.566666666666666
Heuristic 1 Only,p=1,9,44.0,68.33333333333333,6.2
Heuristic 1 Only,p=1,10,48.0,68.33333333333333,6.4
Heuristic 1 Only,p=1,11,52.0,68.33333333333333,6.4
Heuristic 1 Only,p=1,12,56.000000000000014,81.66666666666666,5.533333333333333
Heuristic 1 Only,p=1,13,60.0,88.33333333333333,5.066666666666667
Heuristic 1 Only,p=1,14,64.0,90.0,4.866666666666667
Heuristic 1 Only,p=1,15,68.0,90.0,4.566666666666666
Heuristic 1 Only,p=1,16,72.0,100.0,3.85
Heuristic 1 Only,p=1,17,76.0,95.0,4.116666666666666
Heuristic 1 Only,p=1,18,80.0,95.0,4.266666666666667
Heuristic 1 Only,p=1,19,84.0,100.0,4.0
Heuristic 1 Only,p=1,20,88.0,100.0,4.0
Heuristic 1 Only,p=1,21,92.0,100.0,4.0
Heuristic 1 Only,p=1,22,96.0,100.0,4.0
Heuristic 1 Only,p=1,23,100.0,100.0,4.0
