Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 2 Only,p=0,0,0.0,0,0
Heuristic 2 Only,p=0,1,2.941176470588235,0.0,0
Heuristic 2 Only,p=0,2,2.941176470588235,0.0,0
Heuristic 2 Only,p=0,3,2.941176470588235,0.0,0
Heuristic 2 Only,p=0,4,2.941176470588235,0.0,0
Heuristic 2 Only,p=0,5,5.88235294117647,0.0,0
Heuristic 2 Only,p=0,6,8.823529411764707,0.0,0
Heuristic 2 Only,p=0,7,8.823529411764707,0.0,0
Heuristic 2 Only,p=0,8,8.823529411764707,0.0,0
Heuristic 2 Only,p=0,9,11.76470588235294,0.0,0
Heuristic 2 Only,p=0,10,11.76470588235294,0.0,0
Heuristic 2 Only,p=0,11,14.705882352941178,0.0,0
Heuristic 2 Only,p=0,12,14.705882352941178,0.0,0
Heuristic 2 Only,p=0,13,14.705882352941178,0.0,0
Heuristic 2 Only,p=0,14,14.705882352941178,0.0,0
Heuristic 2 Only,p=0,15,17.647058823529413,50.0,20.0
Heuristic 2 Only,p=0,16,17.647058823529413,50.0,20.0
Heuristic 2 Only,p=0,17,17.647058823529413,50.0,20.0
Heuristic 2 Only,p=0,18,17.647058823529413,50.0,20.0
Heuristic 2 Only,p=0,19,17.647058823529413,50.0,20.0
Heuristic 2 Only,p=0,20,20.588235294117645,66.66666666666666,10.5
Heuristic 2 Only,p=0,21,20.588235294117645,66.66666666666666,10.5
Heuristic 2 Only,p=0,22,23.52941176470588,66.66666666666666,10.5
Heuristic 2 Only,p=0,23,23.52941176470588,50.0,4.5
Heuristic 2 Only,p=0,24,23.52941176470588,25.0,11.0
Heuristic 2 Only,p=0,25,26.47058823529412,25.0,12.0
Heuristic 2 Only,p=0,26,29.411764705882355,50.0,3.5
Heuristic 2 Only,p=0,27,29.411764705882355,50.0,4.5
Heuristic 2 Only,p=0,28,32.35294117647059,50.0,4.5
Heuristic 2 Only,p=0,29,35.294117647058826,0.0,0
Heuristic 2 Only,p=0,30,38.23529411764706,25.0,14.0
Heuristic 2 Only,p=0,31,41.17647058823529,0.0,0
Heuristic 2 Only,p=0,32,44.11764705882353,25.0,14.0
Heuristic 2 Only,p=0.5,0,0.0,0,0
Heuristic 2 Only,p=0.5,1,2.941176470588235,0.0,0
Heuristic 2 Only,p=0.5,2,2.941176470588235,0.0,0
Heuristic 2 Only,p=0.5,3,5.88235294117647,0.0,0
Heuristic 2 Only,p=0.5,4,8.823529411764707,0.0,0
Heuristic 2 Only,p=0.5,5,11.76470588235294,50.0,20.0
Heuristic 2 Only,p=0.5,6,11.76470588235294,50.0,20.0
