Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 1 Only,p=0,0,1.098901098901099,0.0,0
Heuristic 1 Only,p=0,1,1.098901098901099,0.0,0
Heuristic 1 Only,p=0,2,2.197802197802198,0.0,0
Heuristic 1 Only,p=0,3,3.296703296703297,0.0,0
Heuristic 1 Only,p=0,4,3.296703296703297,0.0,0
Heuristic 1 Only,p=0,5,3.296703296703297,0.0,0
Heuristic 1 Only,p=0,6,3.296703296703297,0.0,0
Heuristic 1 Only,p=0,7,4.395604395604396,0.0,0
Heuristic 1 Only,p=0,8,4.395604395604396,0.0,0
Heuristic 1 Only,p=0,9,4.395604395604396,25.0,82.0
Heuristic 1 Only,p=0,10,4.395604395604396,0.0,0
Heuristic 1 Only,p=0,11,5.4945054945054945,0.0,0
Heuristic 1 Only,p=0,12,5.4945054945054945,25.0,57.0
Heuristic 1 Only,p=0,13,5.4945054945054945,0.0,0
Heuristic 1 Only,p=0,14,6.593406593406594,0.0,0
Heuristic 1 Only,p=0,15,7.6923076923076925,0.0,0
Heuristic 1 Only,p=0,16,7.6923076923076925,0.0,0
Heuristic 1 Only,p=0,17,8.791208791208792,0.0,0
Heuristic 1 Only,p=0,18,9.89010989010989,0.0,0
Heuristic 1 Only,p=0,19,10.989010989010989,0.0,0
Heuristic 1 Only,p=0,20,12.087912087912088,25.0,84.0
Heuristic 1 Only,p=0,21,13.186813186813188,0.0,0
Heuristic 1 Only,p=0,22,13.186813186813188,0.0,0
Heuristic 1 Only,p=0,23,14.285714285714285,0.0,0
Heuristic 1 Only,p=0,24,14.285714285714285,0.0,0
Heuristic 1 Only,p=0,25,14.285714285714285,0.0,0
Heuristic 1 Only,p=0,26,14.285714285714285,0.0,0
Heuristic 1 Only,p=0,27,14.285714285714285,25.0,77.0
Heuristic 1 Only,p=0,28,14.285714285714285,25.0,72.0
Heuristic 1 Only,p=0,29,14.285714285714285,0.0,0
Heuristic 1 Only,p=0,30,15.384615384615385,0.0,0
Heuristic 1 Only,p=0,31,15.384615384615385,0.0,0
Heuristic 1 Only,p=0,32,15.384615384615385,25.0,73.0
Heuristic 1 Only,p=0,33,15.384615384615385,25.0,73.0
Heuristic 1 Only,p=0,34,15.384615384615385,0.0,0
Heuristic 1 Only,p=0,35,15.384615384615385,0.0,0
Heuristic 1 Only,p=0,36,16.483516483516482,0.0,0
Heuristic 1 Only,p=0,37,17.582417582417584,0.0,0
Heuristic 1 Only,p=0,38,17.582417582417584,0.0,0
Heuristic 1 Only,p=0,39,17.582417582417584,0.0,0
Heuristic 1 Only,p=0,40,17.582417582417584,0.0,0
Heuristic 1 Only,p=0,41,18.681318681318682,25.0,76.0
Heuristic 1 Only,p=0,42,19.78021978021978,0.0,0
