Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 2 Only,p=0,0,1.098901098901099,0.0,0
Heuristic 2 Only,p=0,1,1.098901098901099,0.0,0
Heuristic 2 Only,p=0,2,2.197802197802198,0.0,0
Heuristic 2 Only,p=0,3,3.296703296703297,0.0,0
Heuristic 2 Only,p=0,4,3.296703296703297,0.0,0
Heuristic 2 Only,p=0,5,3.296703296703297,0.0,0
Heuristic 2 Only,p=0,6,4.395604395604396,0.0,0
Heuristic 2 Only,p=0,7,4.395604395604396,0.0,0
Heuristic 2 Only,p=0,8,4.395604395604396,0.0,0
Heuristic 2 Only,p=0,9,4.395604395604396,0.0,0
Heuristic 2 Only,p=0,10,5.4945054945054945,0.0,0
Heuristic 2 Only,p=0,11,6.593406593406594,0.0,0
Heuristic 2 Only,p=0,12,6.593406593406594,0.0,0
Heuristic 2 Only,p=0,13,7.6923076923076925,0.0,0
Heuristic 2 Only,p=0,14,8.791208791208792,0.0,0
Heuristic 2 Only,p=0,15,9.89010989010989,0.0,0
Heuristic 2 Only,p=0,16,10.989010989010989,0.0,0
Heuristic 2 Only,p=0,17,10.989010989010989,0.0,0
Heuristic 2 Only,p=0,18,12.087912087912088,0.0,0
Heuristic 2 Only,p=0,19,13.186813186813188,0.0,0
Heuristic 2 Only,p=0,20,14.285714285714285,0.0,0
Heuristic 2 Only,p=0,21,14.285714285714285,0.0,0
Heuristic 2 Only,p=0,22,14.285714285714285,0.0,0
Heuristic 2 Only,p=0,23,15.384615384615385,0.0,0
Heuristic 2 Only,p=0,24,16.483516483516482,0.0,0
Heuristic 2 Only,p=0,25,17.582417582417584,0.0,0
Heuristic 2 Only,p=0,26,18.681318681318682,0.0,0
Heuristic 2 Only,p=0,27,18.681318681318682,0.0,0
Heuristic 2 Only,p=0,28,18.681318681318682,0.0,0
Heuristic 2 Only,p=0,29,19.78021978021978,0.0,0
Heuristic 2 Only,p=0,30,19.78021978021978,0.0,0
Heuristic 2 Only,p=0,31,19.78021978021978,0.0,0
Heuristic 2 Only,p=0,32,20.87912087912088,0.0,0
Heuristic 2 Only,p=0,33,21.978021978021978,0.0,0
Heuristic 2 Only,p=0,34,21.978021978021978,0.0,0
Heuristic 2 Only,p=0,35,21.978021978021978,0.0,0
Heuristic 2 Only,p=0,36,23.076923076923077,0.0,0
Heuristic 2 Only,p=0,37,23.076923076923077,0.0,0
Heuristic 2 Only,p=0,38,23.076923076923077,0.0,0
Heuristic 2 Only,p=0,39,24.175824175824175,0.0,0
Heuristic 2 Only,p=0,40,24.175824175824175,0.0,0
Heuristic 2 Only,p=0,41,24.175824175824175,0.0,0
Heuristic 2 Only,p=0,42,24.175824175824175,0.0,0
Heuristic 2 Only,p=0,43,24.175824175824175,0.0,0
Heuristic 2 Only,p=0,44,24.175824175824175,0.0,0
Heuristic 2 Only,p=0,45,25.274725274725274,0.0,0
Heuristic 2 Only,p=0,46,26.373626373626376,0.0,0
Heuristic 2 Only,p=0,47,27.472527472527474,0.0,0
Heuristic 2 Only,p=0,48,28.57142857142857,0.0,0
Heuristic 2 Only,p=0,49,29.67032967032967,0.0,0
Heuristic 2 Only,p=0,50,29.67032967032967,0.0,0
Heuristic 2 Only,p=0,51,29.67032967032967,0.0,0
Heuristic 2 Only,p=0,52,30.76923076923077,0.0,0
Heuristic 2 Only,p=0,53,30.76923076923077,0.0,0
Heuristic 2 Only,p=0,54,30.76923076923077,0.0,0
Heuristic 2 Only,p=0,55,30.76923076923077,0.0,0
Heuristic 2 Only,p=0,56,31.868131868131865,0.0,0
Heuristic 2 Only,p=0,57,32.967032967032964,0.0,0
Heuristic 2 Only,p=0,58,32.967032967032964,0.0,0
Heuristic 2 Only,p=0,59,34.065934065934066,0.0,0
Heuristic 2 Only,p=0,60,35.16483516483517,0.0,0
Heuristic 2 Only,p=0,61,36.26373626373626,0.0,0
Heuristic 2 Only,p=0,62,37.362637362637365,0.0,0
Heuristic 2 Only,p=0,63,38.46153846153847,0.0,0
Heuristic 2 Only,p=0,64,39.56043956043956,0.0,0
Heuristic 2 Only,p=0,65,40.65934065934066,0.0,0
Heuristic 2 Only,p=0,66,41.75824175824176,0.0,0
Heuristic 2 Only,p=0,67,42.857142857142854,0.0,0
Heuristic 2 Only,p=0,68,42.857142857142854,0.0,0
