Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 1 Only,p=0,0,0.8,0.0,0.0
Heuristic 1 Only,p=0,1,1.2,2.5,0.25
Heuristic 1 Only,p=0,2,1.2,0.0,0.0
Heuristic 1 Only,p=0,3,3.0,7.5,0.75
Heuristic 1 Only,p=0,4,4.6,10.0,1.05
Heuristic 1 Only,p=0,5,5.0,15.833333333333332,2.35
Heuristic 1 Only,p=0,6,6.4,22.916666666666664,3.2166666666666663
Heuristic 1 Only,p=0,7,7.8,27.5,2.3666666666666663
Heuristic 1 Only,p=0,8,9.8,37.916666666666664,3.325
Heuristic 1 Only,p=0,9,11.6,42.5,4.9
Heuristic 1 Only,p=0,10,13.0,40.0,4.25
Heuristic 1 Only,p=0,11,14.0,49.99999999999999,4.275
Heuristic 1 Only,p=0,12,15.4,52.5,5.366666666666666
Heuristic 1 Only,p=0,13,17.8,55.0,4.441666666666666
Heuristic 1 Only,p=0,14,19.6,59.58333333333333,4.183333333333333
Heuristic 1 Only,p=0,15,21.4,63.75,3.525
Heuristic 1 Only,p=0,16,23.0,69.58333333333333,4.016666666666667
Heuristic 1 Only,p=0,17,24.4,74.58333333333334,3.3166666666666664
Heuristic 1 Only,p=0,18,26.4,82.08333333333334,3.2
Heuristic 1 Only,p=0,19,28.6,80.83333333333334,3.25
Heuristic 1 Only,p=0,20,31.0,85.0,2.9541666666666666
Heuristic 1 Only,p=0,21,32.6,92.91666666666666,2.5416666666666665
Heuristic 1 Only,p=0,22,34.6,96.66666666666666,2.3
Heuristic 1 Only,p=0,23,36.6,100.0,2.025
Heuristic 1 Only,p=0.5,0,0.2,0.0,0.0
Heuristic 1 Only,p=0.5,1,0.6,5.0,0.05
Heuristic 1 Only,p=0.5,2,1.4,2.5,0.25
Heuristic 1 Only,p=0.5,3,2.2,17.5,0.85
Heuristic 1 Only,p=0.5,4,3.8,30.833333333333332,2.55
Heuristic 1 Only,p=0.5,5,4.6,36.666666666666664,2.3
Heuristic 1 Only,p=0.5,6,5.8,40.83333333333333,3.0416666666666665
Heuristic 1 Only,p=0.5,7,7.4,48.75,3.183333333333333
Heuristic 1 Only,p=0.5,8,9.4,65.41666666666666,2.308333333333333
Heuristic 1 Only,p=0.5,9,10.8,69.58333333333333,2.85
Heuristic 1 Only,p=0.5,10,13.0,75.83333333333334,3.2666666666666666
Heuristic 1 Only,p=0.5,11,15.6,78.33333333333334,3.2625
Heuristic 1 Only,p=0.5,12,17.2,82.08333333333334,3.2708333333333335
Heuristic 1 Only,p=0.5,13,21.6,83.33333333333334,2.8916666666666666
Heuristic 1 Only,p=0.5,14,25.0,86.25,2.7041666666666666
Heuristic 1 Only,p=0.5,15,27.4,86.66666666666666,2.4791666666666665
Heuristic 1 Only,p=0.5,16,29.6,91.66666666666666,2.3041666666666667
Heuristic 1 Only,p=0.5,17,32.2,95.0,2.2291666666666665
Heuristic 1 Only,p=0.5,18,34.0,97.5,2.1166666666666667
Heuristic 1 Only,p=0.5,19,35.6,98.75,2.0375
Heuristic 1 Only,p=0.5,20,37.8,97.5,2.120833333333333
Heuristic 1 Only,p=0.5,21,39.8,98.75,2.095833333333333
Heuristic 1 Only,p=0.5,22,41.8,98.75,2.058333333333333
Heuristic 1 Only,p=0.5,23,43.8,97.5,2.095833333333333
Heuristic 1 Only,p=0.5,24,60.0,100.0,3.4375
Heuristic 1 Only,p=1,0,1.6,0.0,0.0
Heuristic 1 Only,p=1,1,2.8,10.0,0.75
Heuristic 1 Only,p=1,2,4.2,25.0,0.95
Heuristic 1 Only,p=1,3,5.8,44.16666666666667,2.65
Heuristic 1 Only,p=1,4,8.0,68.33333333333334,2.916666666666667
Heuristic 1 Only,p=1,5,10.4,65.0,2.325
Heuristic 1 Only,p=1,6,12.8,77.5,2.95
Heuristic 1 Only,p=1,7,14.2,85.83333333333334,3.4166666666666665
Heuristic 1 Only,p=1,8,15.2,84.58333333333333,2.9916666666666667
Heuristic 1 Only,p=1,9,17.6,87.5,2.875
Heuristic 1 Only,p=1,10,19.8,87.91666666666666,2.9
Heuristic 1 Only,p=1,11,21.6,89.58333333333334,2.808333333333333
Heuristic 1 Only,p=1,12,23.0,90.83333333333334,2.683333333333333
Heuristic 1 Only,p=1,13,25.4,87.08333333333334,2.6958333333333333
Heuristic 1 Only,p=1,14,28.0,91.25,2.45
Heuristic 1 Only,p=1,15,31.0,97.08333333333334,2.0625
Heuristic 1 Only,p=1,16,33.4,97.08333333333334,2.033333333333333
Heuristic 1 Only,p=1,17,35.2,97.5,2.05
Heuristic 1 Only,p=1,18,37.0,100.0,1.9333333333333331
Heuristic 1 Only,p=1,19,39.6,98.75,1.9833333333333332
Heuristic 1 Only,p=1,20,41.2,97.5,2.0
Heuristic 1 Only,p=1,21,43.0,100.0,1.925
Heuristic 1 Only,p=1,22,44.8,100.0,1.925
Heuristic 1 Only,p=1,23,46.6,100.0,1.9041666666666668
Heuristic 1 Only,p=1,24,46.0,100.0,2.75
