Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 2 Only,p=0,0,6.2,0.0,0.0
Heuristic 2 Only,p=0,1,9.2,5.0,0.9
Heuristic 2 Only,p=0,2,12.4,20.0,3.3
Heuristic 2 Only,p=0,3,15.0,25.0,3.45
Heuristic 2 Only,p=0,4,18.6,19.166666666666664,3.7
Heuristic 2 Only,p=0,5,20.8,25.0,4.0
Heuristic 2 Only,p=0,6,23.8,36.666666666666664,6.35
Heuristic 2 Only,p=0,7,26.4,26.25,5.35
Heuristic 2 Only,p=0,8,28.4,36.666666666666664,6.083333333333334
Heuristic 2 Only,p=0,9,30.8,42.5,8.658333333333333
Heuristic 2 Only,p=0,10,33.2,41.666666666666664,8.391666666666667
Heuristic 2 Only,p=0,11,35.8,38.33333333333333,9.15
Heuristic 2 Only,p=0,12,38.2,49.166666666666664,7.25
Heuristic 2 Only,p=0,13,40.2,48.33333333333333,7.15
Heuristic 2 Only,p=0,14,42.2,52.916666666666664,7.416666666666667
Heuristic 2 Only,p=0,15,44.4,55.416666666666664,5.3125
Heuristic 2 Only,p=0,16,47.2,63.333333333333336,5.520833333333334
Heuristic 2 Only,p=0,17,49.0,57.916666666666664,5.508333333333334
Heuristic 2 Only,p=0,18,51.4,66.25,4.775
Heuristic 2 Only,p=0,19,53.8,69.16666666666666,3.9875
Heuristic 2 Only,p=0,20,55.8,78.33333333333334,3.1416666666666666
Heuristic 2 Only,p=0,21,58.2,88.33333333333334,2.558333333333333
Heuristic 2 Only,p=0,22,60.8,95.0,2.05
Heuristic 2 Only,p=0,23,63.2,100.0,1.925
Heuristic 2 Only,p=0.5,0,5.4,0.0,0.0
Heuristic 2 Only,p=0.5,1,7.8,5.0,0.8
Heuristic 2 Only,p=0.5,2,10.4,17.5,2.85
Heuristic 2 Only,p=0.5,3,12.8,17.5,1.8
Heuristic 2 Only,p=0.5,4,15.2,27.5,2.6
Heuristic 2 Only,p=0.5,5,17.4,25.0,1.7
Heuristic 2 Only,p=0.5,6,20.2,30.833333333333332,2.55
Heuristic 2 Only,p=0.5,7,22.8,34.16666666666667,3.5166666666666666
Heuristic 2 Only,p=0.5,8,25.2,32.916666666666664,4.566666666666666
Heuristic 2 Only,p=0.5,9,27.8,33.75,3.8833333333333337
Heuristic 2 Only,p=0.5,10,30.0,43.75,3.325
Heuristic 2 Only,p=0.5,11,32.4,55.833333333333336,3.9666666666666663
Heuristic 2 Only,p=0.5,12,35.0,68.33333333333333,3.15
Heuristic 2 Only,p=0.5,13,37.0,71.25,2.8666666666666667
Heuristic 2 Only,p=0.5,14,40.2,74.58333333333334,2.7875
Heuristic 2 Only,p=0.5,15,42.2,81.25,2.216666666666667
Heuristic 2 Only,p=0.5,16,44.4,85.0,2.408333333333333
Heuristic 2 Only,p=0.5,17,47.2,94.16666666666666,2.1708333333333334
Heuristic 2 Only,p=0.5,18,50.2,88.33333333333334,2.4458333333333333
Heuristic 2 Only,p=0.5,19,52.4,93.33333333333334,2.216666666666667
Heuristic 2 Only,p=0.5,20,54.8,97.5,1.9708333333333332
Heuristic 2 Only,p=0.5,21,57.2,95.83333333333334,1.9958333333333331
Heuristic 2 Only,p=0.5,22,59.6,97.08333333333334,1.9833333333333332
Heuristic 2 Only,p=0.5,23,62.0,98.33333333333334,1.9458333333333333
Heuristic 2 Only,p=0.5,24,56.00000000000001,100.0,2.0
Heuristic 2 Only,p=1,0,7.8,0.0,0.0
Heuristic 2 Only,p=1,1,11.2,5.0,0.7
Heuristic 2 Only,p=1,2,13.6,7.5,0.55
Heuristic 2 Only,p=1,3,16.0,24.166666666666664,1.275
Heuristic 2 Only,p=1,4,18.2,35.0,1.625
Heuristic 2 Only,p=1,5,20.8,38.33333333333333,2.875
Heuristic 2 Only,p=1,6,23.6,63.33333333333333,4.825
Heuristic 2 Only,p=1,7,26.2,65.0,5.3
Heuristic 2 Only,p=1,8,28.6,70.0,4.5
Heuristic 2 Only,p=1,9,30.0,75.0,4.575
Heuristic 2 Only,p=1,10,32.0,82.5,3.5666666666666664
Heuristic 2 Only,p=1,11,34.4,94.16666666666666,2.925
Heuristic 2 Only,p=1,12,37.2,92.08333333333334,2.85
Heuristic 2 Only,p=1,13,40.0,92.08333333333334,3.05
Heuristic 2 Only,p=1,14,42.6,96.66666666666666,2.4875
Heuristic 2 Only,p=1,15,44.8,95.41666666666666,2.5083333333333333
Heuristic 2 Only,p=1,16,47.2,95.0,2.5791666666666666
Heuristic 2 Only,p=1,17,49.8,100.0,2.3
Heuristic 2 Only,p=1,18,52.0,98.75,2.1916666666666664
Heuristic 2 Only,p=1,19,55.0,94.58333333333334,2.2958333333333334
Heuristic 2 Only,p=1,20,57.0,97.5,2.183333333333333
Heuristic 2 Only,p=1,21,59.4,100.0,2.041666666666667
Heuristic 2 Only,p=1,22,61.4,100.0,2.025
Heuristic 2 Only,p=1,23,63.4,100.0,1.9666666666666668
Heuristic 2 Only,p=1,24,70.66666666666667,100.0,2.75
