Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 3 Only,p=0,0,3.8,5.0,0.05
Heuristic 3 Only,p=0,1,6.4,10.0,0.95
Heuristic 3 Only,p=0,2,9.2,20.833333333333332,2.15
Heuristic 3 Only,p=0,3,11.8,19.166666666666664,2.85
Heuristic 3 Only,p=0,4,13.6,21.249999999999996,3.55
Heuristic 3 Only,p=0,5,16.0,25.833333333333332,5.1
Heuristic 3 Only,p=0,6,18.0,29.583333333333332,4.3
Heuristic 3 Only,p=0,7,20.0,28.333333333333332,4.591666666666667
Heuristic 3 Only,p=0,8,22.6,27.916666666666664,4.591666666666667
Heuristic 3 Only,p=0,9,24.8,38.33333333333333,4.566666666666666
Heuristic 3 Only,p=0,10,27.6,41.666666666666664,5.933333333333334
Heuristic 3 Only,p=0,11,29.8,45.416666666666664,4.720833333333333
Heuristic 3 Only,p=0,12,32.6,42.91666666666667,5.245833333333333
Heuristic 3 Only,p=0,13,34.6,46.66666666666667,5.066666666666666
Heuristic 3 Only,p=0,14,37.2,50.83333333333333,5.141666666666667
Heuristic 3 Only,p=0,15,39.2,58.75,4.708333333333334
Heuristic 3 Only,p=0,16,40.8,57.083333333333336,4.441666666666666
Heuristic 3 Only,p=0,17,42.8,61.666666666666664,4.245833333333334
Heuristic 3 Only,p=0,18,44.6,68.75,3.575
Heuristic 3 Only,p=0,19,46.6,76.66666666666666,2.95
Heuristic 3 Only,p=0,20,48.2,77.08333333333333,2.7583333333333333
Heuristic 3 Only,p=0,21,50.4,83.33333333333334,2.3916666666666666
Heuristic 3 Only,p=0,22,52.2,96.25,1.8666666666666667
Heuristic 3 Only,p=0,23,54.6,100.0,1.7041666666666668
Heuristic 3 Only,p=0.5,0,3.6,0.0,0.0
Heuristic 3 Only,p=0.5,1,6.0,12.5,1.4
Heuristic 3 Only,p=0.5,2,8.6,20.833333333333332,1.6
Heuristic 3 Only,p=0.5,3,10.4,24.583333333333332,2.85
Heuristic 3 Only,p=0.5,4,11.8,30.416666666666668,2.7
Heuristic 3 Only,p=0.5,5,13.8,40.0,3.35
Heuristic 3 Only,p=0.5,6,15.8,44.166666666666664,2.9833333333333334
Heuristic 3 Only,p=0.5,7,18.0,48.75,3.75
Heuristic 3 Only,p=0.5,8,20.0,45.0,3.8416666666666663
Heuristic 3 Only,p=0.5,9,21.8,49.58333333333333,4.441666666666666
Heuristic 3 Only,p=0.5,10,23.2,60.0,3.9833333333333334
Heuristic 3 Only,p=0.5,11,25.4,60.83333333333333,3.2416666666666663
Heuristic 3 Only,p=0.5,12,27.6,68.33333333333334,3.1166666666666667
Heuristic 3 Only,p=0.5,13,29.8,82.91666666666666,2.783333333333333
Heuristic 3 Only,p=0.5,14,31.2,88.33333333333334,2.416666666666667
Heuristic 3 Only,p=0.5,15,33.6,82.5,2.845833333333333
Heuristic 3 Only,p=0.5,16,36.0,90.0,2.270833333333333
Heuristic 3 Only,p=0.5,17,38.4,84.58333333333334,2.4291666666666663
Heuristic 3 Only,p=0.5,18,40.2,83.75,2.470833333333333
Heuristic 3 Only,p=0.5,19,42.4,93.75,2.0083333333333333
Heuristic 3 Only,p=0.5,20,45.4,96.25,1.975
Heuristic 3 Only,p=0.5,21,47.6,92.08333333333334,2.1
Heuristic 3 Only,p=0.5,22,49.6,100.0,1.8166666666666669
Heuristic 3 Only,p=0.5,23,52.0,100.0,1.8541666666666667
Heuristic 3 Only,p=0.5,24,68.0,100.0,3.0
Heuristic 3 Only,p=1,0,6.2,5.0,0.05
Heuristic 3 Only,p=1,1,9.2,7.5,1.35
Heuristic 3 Only,p=1,2,11.2,15.0,1.65
Heuristic 3 Only,p=1,3,13.2,25.0,2.15
Heuristic 3 Only,p=1,4,15.6,42.08333333333333,3.375
Heuristic 3 Only,p=1,5,18.2,48.75,4.475
Heuristic 3 Only,p=1,6,19.4,55.0,2.725
Heuristic 3 Only,p=1,7,20.8,54.166666666666664,3.95
Heuristic 3 Only,p=1,8,23.4,64.16666666666666,4.195833333333334
Heuristic 3 Only,p=1,9,25.2,66.66666666666666,3.775
Heuristic 3 Only,p=1,10,27.6,72.91666666666666,3.475
Heuristic 3 Only,p=1,11,29.2,80.0,3.6916666666666664
Heuristic 3 Only,p=1,12,30.8,91.66666666666666,2.6375
Heuristic 3 Only,p=1,13,33.8,80.41666666666666,3.0916666666666663
Heuristic 3 Only,p=1,14,34.8,92.08333333333334,2.3583333333333334
Heuristic 3 Only,p=1,15,37.2,91.66666666666666,2.408333333333333
Heuristic 3 Only,p=1,16,39.2,92.5,2.45
Heuristic 3 Only,p=1,17,41.0,95.0,2.166666666666667
Heuristic 3 Only,p=1,18,43.2,95.83333333333334,2.125
Heuristic 3 Only,p=1,19,45.6,96.25,2.129166666666667
Heuristic 3 Only,p=1,20,47.2,97.08333333333334,2.0458333333333334
Heuristic 3 Only,p=1,21,49.6,98.75,2.004166666666667
Heuristic 3 Only,p=1,22,51.2,98.75,2.0
Heuristic 3 Only,p=1,23,53.0,100.0,1.9708333333333332
Heuristic 3 Only,p=1,24,68.0,100.0,2.75
